location_page_url,location_address,location_city,location_state,location_zip,nearby_place
https://www.adammoro.com/junk/location-pages/1.html,900 Martin Luther King Ave.,Portland,OR,97211,"Description: Dr. Andreas Wolf, MD is a highly qualified doctor specialist in family medicine at Kaiser Permanente Building, 500 Northeast Multnomah Street, Portland. 
Industry: Health Care 
Website Address: https://healthy.kaiserpermanente.org/northern-california/doctors/andreas-wolf-380282 
Services & Products: medical diagnosis and treatment, health screenings, immunizations, physician counseling, preventive care.
Address: Kaiser Permanente Building, 500 Northeast Multnomah Street, Portland"
https://www.adammoro.com/junk/location-pages/1.html,900 Martin Luther King Ave.,Portland,OR,97211,"Description: Ferre Kurt L DDS is a dental practice located at Kaiser Permanente Building in Portland, Oregon.
Industry: Healthcare/Dentistry
Website Address: http://www.drkurtdental.com/
Services & Products: General & Cosmetic Dentistry, Oral Surgery, Emergency Care, Pediatric Dentistry, Restorative Dentistry, Implants, Orthodontics
Address: Kaiser Permanente Building, 500 Northeast Multnomah Street, Portland"
https://www.adammoro.com/junk/location-pages/1.html,900 Martin Luther King Ave.,Portland,OR,97211,"Description: Dr. John P. Brittan Jr, DMD is a dentist located in the Kaiser Permanente Building, 500 Northeast Multnomah Street in Portland. 
Industry: Healthcare
Website Address: https://healthy.kaiserpermanente.org/ncal/facility/dental_portland_oregon
Services & Products: General dentistry services including preventive care, fillings and extractions, root canals, crowns, bridges, and dentures.
Address: Kaiser Permanente Building, 500 Northeast Multnomah Street, Portland"
https://www.adammoro.com/junk/location-pages/1.html,900 Martin Luther King Ave.,Portland,OR,97211,"Description: Northeast Portland is an urban residential and industrial district located in one of America's most vibrant and exciting cities, Portland. 
Industry: Northeast Portland is most famous for its small businesses, restaurants, craft breweries, and its vibrant art scene.
Website Address: http://www.northeastportland.org/
Services & Products: Shopping, dining, entertainment, recreation, nightlife, business services, art galleries, museums, parks, transportation.
Address: Portland"
https://www.adammoro.com/junk/location-pages/2.html,900 Main St.,Austin,TX,78755,"Description: Austin is the capital of Texas, located in the south-central part of the state. It is the 11th-most populous city in the U.S. and the fourth-most populous city in Texas. 
Industry: Austin is home to a range of industries, from tech, government, education and entertainment to food, retail, hospitality, health-care and financial services.
Website Address: www.austintexas.gov
Services & Products: Business licenses, city events, parks, transportation, utilities, public safety, public health, housing, libraries, arts and culture, recycling, voting information.
Address: Austin"
https://www.adammoro.com/junk/location-pages/2.html,900 Main St.,Austin,TX,78755,"Description: H-E-B is a privately held supermarket chain in Texas, with stores throughout the state. 
Industry: Grocery & Supermarket
Website Address: https://www.heb.com/
Services & Products: Groceries and household items, Meat and seafood, Bakery, Home Goods, Pharmacy, Gas Station, Prepared Food, Organic options and more.
Address: 7015 Village Center Drive, Austin"
https://www.adammoro.com/junk/location-pages/2.html,900 Main St.,Austin,TX,78755,"Description: H-E-B Pharmacy is a pharmacy located at 7015 Village Center Drive in Austin, Texas. 
Industry: Pharmacy and retail 
Website Address: https://www.heb.com/heb-store/US/TX/Austin/7015-Village-Center-Drive-H-E-B/0411-1003195 
Services & Products: Prescriptions, Over-the-Counter medication, Vitamins, Medical Supplies, Health screenings, Vaccines, Photo Services, Grocery, Meat & Seafood, Bakery, Produce, and more.
Address: 7015 Village Center Drive, Austin"
https://www.adammoro.com/junk/location-pages/2.html,900 Main St.,Austin,TX,78755,"Description: Falcon Southwest is a financial management firm located in Austin, Texas. 
Industry: Financial Management 
Website Address: https://www.falconsouthwest.com/ 
Services & Products: Financial Planning, Account Services, Investment Management, Retirement Planning, Estate Planning, Insurance Analysis.
Address: 7000 North Mopac Expressway # 430, Austin"
https://www.adammoro.com/junk/location-pages/2.html,900 Main St.,Austin,TX,78755,"Description: George Wheeler Jr is a financial advisor located in Austin, Texas. 
Industry: Financial Planning 
Website Address: www.georgewheelerjr.com 
Services & Products: Investment Strategies, Retirement Planning, Investment Management, Insurance Planning, Tax Planning, College Funding, Estate Planning.
Address: 7000 North Mopac Expressway #2073, Austin"
https://www.adammoro.com/junk/location-pages/2.html,900 Main St.,Austin,TX,78755,"Description: Plastic Surgery Center of Austin is a full-service plastic surgery practice offering a range of surgical and non-surgical procedures to improve form and function. Located in Austin, Texas, the center's surgeons are dedicated to providing their patients with quality care and natural results.
Industry: Health & Beauty 
Website Address: https://pscaustin.com/
Services & Products: Breast Augmentation, Breast Lift, Breast Reduction, Facelift, Neck Lift, Rhinoplasty, Eyelid Surgery, Liposuction, Tummy Tuck, Fat Grafting, Laser Skin Resurfacing, Botox, Dermal Fillers
Address: 6818 Austin Center Boulevard #206, Austin"
https://www.adammoro.com/junk/location-pages/2.html,900 Main St.,Austin,TX,78755,"Description: Sylvian H. Ung, OD is a local optometry practice located in Austin, Texas. 
Industry: Optometry 
Website Address: http://www.sylvianungod.com/
Services & Products: Eye exams, contact lens fittings, eyeglass frames, lenses, and repairs, sunglasses, laser vision correction consultations, medical eye care and treatment.
Address: 7000 North Mopac Expressway, Austin"
https://www.adammoro.com/junk/location-pages/2.html,900 Main St.,Austin,TX,78755,"Description: Kevin O'Farrell MD is a medical practice located in Austin, Texas. 
Industry: Medical Services
Website Address: https://www.austinmedicine.com/
Services & Products: Primary Care, Internal Medicine, Family Medicine, Women's Health, DOT Physicals, Sports Medicine, Preventive Medicine, Minor Procedures, Geriatric Medicine.
Address: 6811 Austin Center Boulevard Suite 300, Austin"
https://www.adammoro.com/junk/location-pages/2.html,900 Main St.,Austin,TX,78755,"Description: Tsourmas Mary MD is a family medical practice located in Austin, Texas. 
Industry: Medical Care 
Website Address: https://www.tmfamilycare.com/
Services & Products: Primary care, well-child check-ups, sports physicals, chronic health management, acute visits and illnesses, vaccinations, newborn care, laboratory services, and preventative care.
Address: 6835 Austin Center Boulevard # 100, Austin"
https://www.adammoro.com/junk/location-pages/2.html,900 Main St.,Austin,TX,78755,"Description: Elizondo Joseph C MD is a medical practice in Austin, Texas dedicated to providing quality healthcare services. 
Industry: Healthcare
Website Address: https://www.elizondoclinic.com/
Services & Products: Primary Care, Urgent Care, Physical Exams, Immunization, Chronic Medical Conditions Management, Women's Health Services, Diabetes Management, Geriatric Medical Care.
Address: 6835 Austin Center Boulevard, Austin"
https://www.adammoro.com/junk/location-pages/2.html,900 Main St.,Austin,TX,78755,"Description: Marcia D. Fagerberg MD is a medical practice located in Austin, Texas offering a wide range of healthcare services including general, family and holistic medical care. 
Industry: Healthcare
Website Address: www.marciafagerbergmd.com
Services & Products: Primary Care, Preventative Medicine, Women's Health Care, Immunizations, Wellness Visits, Weight Loss Programs, Acupuncture, Nutrition Counseling.
Address: 6835 Austin Center Boulevard, Austin"
https://www.adammoro.com/junk/location-pages/2.html,900 Main St.,Austin,TX,78755,"Description: Coldwater Cheryl L MD is a medical practice providing health care services in Austin, Texas. 
Industry: Health Care 
Website Address: http://www.coldwatermd.com/ 
Services & Products: Family Medicine, Preventive Medicine, Diagnostic Testing, Treatment of Acute and Chronic Illnesses, Women's Health Care, Immunizations
Address: 6835 Austin Center Boulevard, Austin"
https://www.adammoro.com/junk/location-pages/2.html,900 Main St.,Austin,TX,78755,"Description: Sangeeta S. Jain, MD is a board-certified internist and geriatrician based in Austin, Texas. She offers primary care services to geriatrics, adults and adolescents.  
Industry: Healthcare 
Website Address: https://sangeetasjainmd.com/
Services & Products: Primary care services, geriatrics care, adolescent care, preventive care, wellness education, coordination of specialty care.
Address: 6835 Austin Center Boulevard, Austin"
https://www.adammoro.com/junk/location-pages/2.html,900 Main St.,Austin,TX,78755,"Description: Christine M. Florer, MD is a medical doctor practicing medicine in Austin, TX. 
Industry: Healthcare
Website Address: https://www.christineflorerdo.com/
Services & Products: Primary Care, Preventative Care, Women's Health, Pediatrics
Address: 6835 Austin Center Boulevard, Austin"
https://www.adammoro.com/junk/location-pages/2.html,900 Main St.,Austin,TX,78755,"Description: Dr. Thomas S. Mchorse, MD is an experienced and board certified physician who has been practicing medicine in Austin, Texas since 2005. He specializes in Internal Medicine, Primary Care, and Preventive Health Services. 
Industry: Healthcare & Medical
Website Address: https://www.drthomasmchorse.com/
Services & Products: General health checkups, preventive health screenings, routine physicals, vaccinations, management of chronic diseases (diabetes, hypertension, etc.), primary care, acute illness diagnosis and treatment.
Address: 6811 Austin Center Boulevard, Austin"
https://www.adammoro.com/junk/location-pages/2.html,900 Main St.,Austin,TX,78755,"Description: The Ridge Apartments is a premier luxury apartment complex located at 6805 Wood Hollow Drive, Austin.
Industry: Real Estate & Property Management
Website Address: https://www.theridgeaustin.com/
Services & Products: Luxury apartment homes, modern amenities, resort-style pool, fitness center, private cabanas, outdoor kitchen and BBQ grills, pet spa and more.
Address: 6805 Wood Hollow Drive, Austin"
https://www.adammoro.com/junk/location-pages/2.html,900 Main St.,Austin,TX,78755,"Description: John A. Queng MD is a medical office located in Austin, TX. 
Industry: Medical and Healthcare
Website Address: http://quengmd.com/
Services & Products: Primary Care, Preventative Medicine, Internal Medicine, Women's Health, Geriatrics, Diabetes Education and Management, Behavioral Health Services.
Address: 6835 Austin Center Boulevard, Austin"
https://www.adammoro.com/junk/location-pages/2.html,900 Main St.,Austin,TX,78755,"Description: The UPS Store at 3616 Far West Boulevard #117, Austin is a retail-based business and part of the global UPS network. 
Industry: Shipping and Logistics 
Website Address: https://www.theupsstore.com/locations/tx/austin/3616-far-west-blvd
Services & Products: Shipping, Mailbox Services, Packaging, Printing, Digital Printing, Business Cards, Documents and Bindings, Notary Services, Office Supplies, Faxing, Computer Rentals, Computer Services, Passport Photos, Postal Services, Moving Supplies and Boxes, Freight Services.
Address: 3616 Far West Boulevard #117, Austin"
https://www.adammoro.com/junk/location-pages/2.html,900 Main St.,Austin,TX,78755,"Description: PostNet is a business service center located at 3571 Far West Boulevard, Austin, TX.
Industry: Business services, including printing, mailing, and shipping. 
Website Address: https://www.postnet.com/locations/tx/austin/3571-far-west-blvd
Services & Products: Color Printing, Everyday Printing, Direct Mail Services, Shipping Services (UPS, FedEx), Notary Services, Moving Supplies, Office Supplies, Freight Services, Digital Copying, Packing and Shipping, Greeting Cards.
Address: 3571 Far West Boulevard, Austin"
https://www.adammoro.com/junk/location-pages/2.html,900 Main St.,Austin,TX,78755,"Description: Allandale is a neighborhood in North-Central Austin, Texas.
Industry: Education, Neighborhoods & Communities 
Website Address: http://allandaleneighborhood.org/
Services & Products: Education programs, community centered events, neighborhood activities and events, homeowner resources.
Address: Austin"
